Region Tag,ID Number,Homelands,Subsistence Building,City,Port,Farm,Mine,Wood,Arable Land,Provinces,Traits,Arable Resources,Caped Resources,Naval Exit,Prime Land
STATE_SOMALILAND,232,cu:somali cu:swahili,building_subsistence_orchards,x894078,x524E91,x326FD1,x58307A,xDEFB4F,80,xB19FD2 x560238 x3D5BE3 xE4636A xD3EE2E x2CA298 x469B34 xC6A5CB x337D01 x992BFC xF70163 xEDC612 x73FE30 xDDF9DB xD6084C xF4A328 x529552 x0C544E x5BF703 x2C4BFE x1D4152 xB9F779 x42DA4F x524E91 x407408 x815D01 xD0FF66 xED2D92 x655F7E x606011 x72DC5E xB64D3E xDF951C xBC0D72 x326FD1 x184064 x678D0D x132465 xAE76D1 xE65D19 xAABDBD xF26F4C x3BB51B xF5E822 x76595D x1D4F93 x212090 x6BA02C x6EFA28 x354629 xA6E128 x5B7C30 xCEE8F8 xEF3903 x3DE547 xD85A85 x854A91 xD0BA96 xF30A4D x894078 x46250C x2D75F4 x1CE5E9 x20E090 x48FFF1 x8AA210 x45FEEC x049442 xBFE050 xBF3A7A xCA0AFC x281ECB x395C77 x6D0680 x6D66A6 x089FE7 xD191E8 x2FB806 x1017C5 x30521C x625125 xA1A21B x324717 xE19C5A x0F9944 xDDAC33 xFE3534 x7FBAFA x4A6DFD xF9565C x4BED76 x284319 x3587B8 x83A1A3 x9ACA9E xD97AC4 xF0C31D xDEFB4F xA0E090 x58307A x0CE1C7 x0085FA xE44897 x85FD85 x5C2622 x995FB2 x60EAC8 xCCC39F xB72AFB x9DA796 xAFF79D x2F6BB1 xF2A924 xE585C3 xCB3B07 x12FDBA x10CF18 x5DAE68 x7D4764 x508D8F xDF6111 xA2A857 xA05C39,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_tea_plantations bg_vineyard_plantations,bg_iron_mining=24 bg_fishing=15,3018,
STATE_SOUTH_MADAGASCAR,233,cu:malagasy,building_subsistence_farms,x9F5F4C,x52ED6A,x44FC6E,x5F8C33,x47F3A1,80,x676257 x9C2288 x132895 x4DC413 xB0B64A xE655F6 x19F69A xDF5AED x714D08 xC910DF xDBFAC1 xDB3D79 x425701 x9D8997 x7A489E x10A7DF x6DAE72 x606CE0 xF18FED x33BDA3 xBFA51F xE6F19B xEA95C4 xB5FA86 xA58AC5 x52ED6A xB7598B x034485 xE8FA9B x44FC6E x2D9669 x097464 xED95E1 x3CE339 x471161 x637E10 xBCB8C0 x40C0E0 x94059D x5D2D79 x6D48C1 x9F5F4C xB9259E x071AEC xDCB2F8 xB57D66 xFC9FEC x15A1AC x5F8C33 x2B3FCB xC6697B x069C0D x1B65BD x5897EC xE480E0 x794F7A x1FAF90 x1BB5E5 xF81480 x47F3A1 xF2317F xADD893,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_dye_plantations bg_tea_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_coal_mining=80 bg_logging=23 bg_whaling=4 bg_fishing=8 bg_rubber=16,3107,
STATE_NORTH_MADAGASCAR,234,cu:malagasy,building_subsistence_farms,xBEC58A,x00D7F5,x8E25F6,xC3722C,x2625B9,80,x678DC5 xC3F681 x88A889 x0B558A x724867 x7D2FD8 x2240CA x3465B6 x8E25F6 x054C46 xDF60B0 x215769 x8CF7D2 x50A090 xB1EDB4 xBB70FE xA67461 x6B56F5 xB92804 x285C26 x392CDC xE0C530 xBEC58A x3619E0 xF9D98C x0F6E52 xF7F009 xD3049A x3450FE xC67F91 xC89FD5 x1032DF x11F67B xF41FD5 xC3722C x25C5DC xB27647 x00D7F5 x2625B9 xA0D0B6 xFFB457 xD4E1D7 xA99E28 x35CC6B x50BAA2 xF7C90E x069F1A xC2E62D x6CC56F x4A0895 xBD43D8 x3732E1 x84B32B xC9BB37 x6A1582 x9C3835 xA11116 xDB635D xEFBDB7 x7F2785,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_dye_plantations bg_tea_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=20 bg_whaling=6 bg_fishing=10 bg_rubber=16,3107,
STATE_UGANDA,235,cu:baganda cu:lacustrine_bantu cu:luo,building_subsistence_farms,xA9859E,,x7183C4,x7CE297,xA09C30,100,x17F11F x5C340A x1D4C32 x40D607 x542630 x6530A0 x7ACC72 x0DF37F xA4C4FC x55FC3E x00B0A9 xEE81EC xEA2372 x228B9A xA09C30 xF9C916 x1DDAD8 xE1A791 xC2D6DE x7796E6 x1D33CE xD13D78 x357FAC x7CE297 x51AC81 x7183C4 xCD8D63 xD13A93 xA9859E x206060 xCE3CD0 x9130A0 xE0A010 x7183F2 x19F762 xE3B2A2 x05C5F1 x42EDCA x721418 xFB4215,state_trait_malaria state_trait_lake_victoria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations bg_vineyard_plantations,bg_logging=20 bg_rubber=28,,x6530A0 x7183F2 x7183C4 xD13A93 xEA2372 xA9859E x42EDCA xFB4215 x55FC3E x17F11F xA09C30 x5C340A 
STATE_EQUATORIA,236,cu:nuer cu:azande cu:luo cu:dinka cu:nilotic cu:fur cu:nuba,building_subsistence_farms,x19094A,,xAC2570,x6808DA,x512903,60,xBADB79 xE63DDF xCC55B4 x26B47D x1EDEEF x7E841A x3864B4 xFD9BB6 x90C4B5 xD57816 xF9F832 x3A7DC2 x749BFD xC8E467 x5556B9 xE8D379 xA414BD x95DC14 x77E0D1 xA02111 x01C6DC x6BC8A3 xF2A9C3 xE9B9DA xAC2570 xE53199 x117111 xC6CE6C x409D75 xF73FA3 x81EF4E x68CEAC x4B02C7 xA2D4A1 xDC6D9E x07EC0A xA479C2 x6875E7 x5852E5 xF39844 x06F011 x512903 x8D0D42 x3173A5 x836E96 xC890D8 x4FFD57 x6512D9 x992042 x76BED4 x4D69FC x458A9A x70B4C9 x19094A x191199 x052C31 xD4BDA3 xEB0C25 x169409 xFF0E29 x87F764 x0B3FB6 x806050 xB39074 xA3790C x6808DA x281B17 x597CAA xBE1B0B x387C9A xD13168 x87F523 xE310D0 xE4BC4E x405DD1 x997E00 x93FD41 x01E0D0 x42AAF1 x40A050 xCAF1C3 xC3E885 x178C0B x65AAF8 x2F3E88 xE39A37 x1DA390 x025267 x13B0BB x287FA3 xB1C8B3 xFCECBC xB5B4CA xECC166 x2B99DD xEA9F9F xE14193 x1D57FB xB0F9B2 x3EBCE9 xBFB2D2 x97BCA5 x49DC0E xC10150 x5C007E,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_tobacco_plantations bg_sugar_plantations,bg_logging=13 bg_rubber=18,,xF9F832 
STATE_MOCAMBIQUE,237,cu:makua cu:sena cu:chewa cu:yao cu:lomwe cu:lacustrine_bantu,building_subsistence_farms,xBF8A54,x005594,x02EB92,x694CF9,xB66F1C,80,x2F77FB xB8E488 x46C5DE xBF8A54 x30D07F x7F5A99 xB88D2A x1C0AF6 x067381 xC139EB xF53770 x2B8AAC x1CC6C2 x091828 x49E71A x6CE05D x5EC8C1 xB359EB x11E090 xA8A6DE x4AFF5E xA5450D x2C40DE x59469D x876584 x42BDF4 x694CF9 x34D030 x4E39F7 x72177C xC60197 x496E3D x4225C4 x3D00BC xA32AAD x7C3CE7 x02EB92 xFD8E92 xE412DB x7D1C19 xA061AF x49AFAC x6A057E x0EFBB3 xBE355B x1C4AD1 x005594 x20E0B0 xBD46D0 x05A72B x4C7393 x6396AA x3406CB x9FE0B0 x78B0B8 x6421B0 x3BC995 x8EBD1B xF6EEBD x525F8A x9A37E8 xB013D9 xF7617F x4C0097 xC270F8 x06621F x1D7D03 x771C70 xB230F4 xA1CEEF xFC41E9 xFE0A11 xFDAF31 x893622 x17660D x8D3BFA xA6DBA7 xB66F1C,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=23 bg_fishing=8 bg_rubber=28,3107,
STATE_WADDAI,238,cu:fur cu:sara cu:baguirmi cu:equatorial_bantu,building_subsistence_farms,x9B7EB0,,xB2CF76,x736C1E,x7B31F9,40,x4F577D xBA95F2 xADEC7A x0FFA6D x2E1718 x76617A xD2CB1C x75371E xE86570 x105589 x169BFB x3FA17F xAC0CAC xBCB4F7 x93DC26 x80A0D0 x905160 x907D63 xD17974 x12A660 xC948EE xF42410 xB53F51 x7892B1 x1134A4 x625A6A x3AA356 xD7D808 x85433C xB48161 xE0D9F6 x112BBD xBBFD2F xA04F86 x26D9BF xB2CF76 x7B31F9 x736C1E xF236EA x2A283A x9B7EB0 xB50BBC xD62009 xD96611 xC08646 x393BE5 xC4A492 x3A3469 xEC3C28 x700354 xC2903A x915193 xD11858 xD090A0 xF1EDE4 x1AFE6B x0E95EA xD28614 x2A6299 x822F93 xC0A050 x50E9F2 x89620D xBECAFF x3A28C0 x9CA808 x179616 xB8433D x7C4D25 x5090A0 x16B5EB xDDEE90 x3BBEEC x6D3421 x955141 x1732C7 x8AAAC8 x203F1F xBAE52C xCFFFA7 xF6377D,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_cotton_plantations bg_dye_plantations bg_tobacco_plantations,bg_logging=8,,x2A283A 
STATE_NORTH_CAMEROON,239,cu:fulbe cu:equatorial_bantu,building_subsistence_farms,xCCEC29,,x2DF456,x459F5A,xE0307A,70,xA14C83 x5E04F9 x62BA14 x0BFE68 xE0307A xD338DE x7ECE9E x8A07D7 x566A89 xFFD43F x406C11 x5EF062 x53F87C xCED54E x7E1438 x881185 xD24292 xEFC390 xCCEC29 x5B8020 x385429 x6B5679 x802050 xF9A3A7 x06670A x68BB93 xEA982F x00D6BF xD9DF55 xDE478C xE9EC59 xA09A5A x0C2F5E x459F5A xF24DEA x0FCB7F x09FC06 x9611CE x93AA9A x361F6A x2DF456 x47CD3B,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=18,,
STATE_SOUTH_CAMEROON,240,cu:fang cu:equatorial_bantu,building_subsistence_farms,xCAACB2,xC6087A,x902089,xA6E723,x5A24D5,70,xA1D098 xA4D2D9 x733140 x9D619B xC6087A xBA78B7 x9B9430 x57C64A xAFC4E7 xC9C5B7 x09AFA8 x9BBCBB xEB43CA x0C9C74 xBCF4E2 x12739C x5A24D5 x711E13 x6BA6FD xF72F4B x902089 x4B1338 x809F50 x8AAF69 xC72921 x80692A x23EF22 xE015A7 xE321D4 xCAACB2 x41CFC6 x342080 xA6E723 xCABC41 x8021D0 xD0C4D5 x58E5DA,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=30 bg_fishing=7 bg_rubber=24,3091,xF72F4B xD0C4D5 x809F50 xCABC41 xC6087A x342080 
STATE_UBANGI_SHARI,241,cu:azande cu:sara cu:equatorial_bantu,building_subsistence_farms,x964C06,,x2BED50,xE990E2,xA20F40,40,xFD8FF4 x7EBD00 x4AA03F xF9AC74 xF348B1 x320F52 x9392EF xFE58A1 x64DD53 x038C2C xC02010 x02E5CB x094D44 xA01954 x87E4D5 x666899 xAFC30F xB20FCE xCF9F6F x28DD13 x8B7538 x24D76F x6F3553 xB3F912 x34716F x21A790 xBC0455 x1B4E43 x8B8B36 x4F9B9D x60AA62 x76A064 x0D1AF5 xC82545 x092590 x435F7D x9643D3 xA7CCD3 x16E6A7 xED1FBF xA20F40 x091FA2 x2BED50 x9C6EFD x40A0D0 x4021D0 xE00F24 x4181F6 x7B98C3 xD4548C x133DBF xB8691E x289DCF xF0FA36 xF88224 x10DF2F x73F767 xE9601C x6DEFBB x406051 x1BDDD1 xE6B25F x68D54E x3A0B84 xE990E2 xE5F862 x86DA06 xF49125 x237CFC x426843 xB445AD x651266 x964C06 x833DF7 x9B1BF4 x16DD3C x28A575 xFF0AB0 x675F83 xC0A0D0 xF94941 x134E35 x5D1033 x10E093 xE5FDFA x54583E x01A0D0 x9C744B xEEA790 x6517DF x7346C3 xA54B1A xD247EF x695EBA x335AD8 x9AA0E2 x976523 x4489BF xF726B3 x418F4A x50644B x304CE0 x422DED x8A2D3B x7A6092 xD60E1B x2CD7C7 x4F9CC1 x73C62B x911C3B x89A28B x31321B x912FA1,state_trait_severe_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_coal_mining=48 bg_logging=18 bg_rubber=34,,
STATE_CONGO,242,cu:bakongo cu:fluvian_bantu,building_subsistence_farms,xE383BC,x406070,x80E0F0,x4B6E4C,x6E7168,50,x406070 x6471E0 xCE7962 x3C6925 x6E6C27 x80E0F0 xB1B163 x956FF5 xEA0570 x6854CF x38E47B xF90B80 x301D08 x552D48 x8D5A30 xE383BC x05BF28 x376A4C x201389 x575F05 xA415F8 xAB75C7 x72B2C2 x981D9F xE79CE4 x580A3E x34850C x0EBA9B xB63B70 x03C590 x9541B7 x016011 xD08B97 xA0F4A3 x19AA2E xFFA7D7 x4513A5 x6A382D x99D4CE x6E7168 x727CDE xB6445A x1D4C74 x824974 xABF62E x269731 x4B6E4C x726BE0 x5DCFB4 xCF9269 x0866D6 x0D9789 x210FAD x26580C xC49255 xDEE98A x82767A x269967 x077290 x0A0CBB x2A3008 x48E66E x6D11B0 x989470 x3F47E3 x195E39 x55BFC9 x1A7B4E,state_trait_severe_malaria state_trait_congo_river state_trait_congo_forest,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_coal_mining=48 bg_logging=25 bg_fishing=4 bg_rubber=60 bg_oil_extraction=5,3104,
STATE_CONGO_ORIENTALE,243,cu:azande cu:luba cu:fluvian_bantu,building_subsistence_farms,x485FF5,,xC31CD2,xC8B71B,x26A8CE,80,x83B258 xCE5D4E x20B1EF x9D9072 x85DD57 x223541 x403631 x359C6B xE70C3A x86B9C3 x67535D x4C5241 x17D507 x2BDAC0 x91E008 xA97CAE x3A2B4A xDCBFE3 x768554 xF5DD95 x3202D5 x9D0722 x6C7A9D x867071 xD24A32 x0160D0 xD39546 xD2FDC0 x668E52 x66D104 xA0A030 x1FEDC0 x5F8C84 xE42825 x886533 x040C3C xB3BFC1 x65DC7E xE3A90C x02B17D xD67434 xD30720 xEECA6C x7449D3 xF23E3F x142BDA x7ABE0E x15439F x2B239A x209F73 x162FA7 x4DC376 x894227 x7E3537 x892521 x563D5E x1A870C x28D2E7 x85AB59 xAFF1B2 xC8B71B x0243AE x01E050 x26A8CE x457464 x76F938 x60B2BD xA82701 x94C029 xE31D6A xACB239 x8D0077 x153063 xFBDA6B x67E98B xEB5E44 xEDCBCD x44082A x485FF5 xC6AF9F x2A5811 xFD986B x75430A xE06714 xE2A642 x19DDCD x380B3D x00EC62 x9C9DF0 x52D55E x135F4B xD142A3 x0F3567 xDA13AB x930D6F x5247D2 x3AF918 x95F321 x401860 xC31CD2 xF86F76 x782089 xEC1630 x0B03B1 x74FC60 xCCED8E x24A74A xBDBDF3 x281E37 xFC2084 x845B38 x223F0E x782AE0 xDC7664 x21A030 x530E61 x9E6083 xADE217 xDAB788 xCC2E74 xE5EAF3 x9C56C4 x0BBD77 xB2F385 x1F2FF9 xB164FA xD89C62 x4F0B70 x68D1B6 xE00EC9 xD6E056,state_trait_severe_malaria state_trait_congo_river state_trait_congo_forest,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_coal_mining=44 bg_logging=23 bg_rubber=52,,x223F0E x782089 xDA13AB xE3A90C x67535D xDC7664 x040C3C x19DDCD xEECA6C x21A030 xE3A90C xBDBDF3 x9C9DF0 x28D2E7 x153063 x563D5E xC6AF9F x66D104 
STATE_KASAI,244,cu:luba cu:fluvian_bantu,building_subsistence_farms,xB5899D,,x037D93,xEA13E1,xEFFCF7,70,x8C93B2 xE27079 xEFFCF7 xF15770 x59B6C0 xB5899D x085580 x310F8A x461B6A x662D79 xA2F76E xBB6F40 xF49831 xC0DC10 xE392E2 xDFF631 x1E2B55 x781636 xD1DE64 x689CB8 x037D93 x2DE815 x59223C x84E64E xA10D56 x5B0E0F xAA289E x12AF57 x57AD06 x41E0F0 xBB349F x3F2E16 x0B0B5B xE278B7 x13B9F7 x23FD54 x107E49 x71D2EF xEDA145 xFE4BF0 x0C478F xCB4BCF xFF070B x6871A4 xE05B64 xAC6C45 x0A1B1F x00AB77 x60613A xFB5473 x53CF10 x9BCF5F x908070 x446615 xC97739 xB28685 xEA13E1 x4E12AF x5F6A22 x30F98F x70CEB9 x887EAD xB1488F xB5E777 xE27B61 xAD1FDB x354D3E,state_trait_severe_malaria state_trait_congo_forest,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_iron_mining=27 bg_logging=18 bg_rubber=22,,x3F2E16 xE392E2 
STATE_BAS_CONGO,245,cu:bakongo cu:lunda cu:fluvian_bantu,building_subsistence_farms,xF4AA39,x811426,x0F73A9,xF15FC0,xF29F28,50,xF4AA39 x11911A x45360F xFA0904 x928FE6 x95DB92 x08302D x0CD600 x961734 x9B40FC x70E55C x0E91BE xA2D384 xE20520 x35C8F2 x811426 x92BFB2 xD0721B xF29F28 xC6CC3A xFAB5FE xBC72E9 xFDCF01 x30731F x65FACF xADA9E9 x649428 xDD3D05 x7F1954 x852DC3 xB593B6 xB5970C xB8838B xB0403C xA13978 x71AE65 x2B6E1D xA98DF0 xB477E9 x9A6D48 x464D82 xF15FC0 x5FBF03 xF0276A x0F73A9 x42B7B8 x13596E x4901C3 x24A658 x68D265,state_trait_severe_malaria state_trait_congo_river state_trait_congo_forest,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_iron_mining=36 bg_logging=23 bg_fishing=7 bg_rubber=32,3104,xB0403C xADA9E9 xA13978 xBC72E9 x71AE65 x08302D xB593B6 x24A658 
STATE_EQUATEUR,246,cu:mongo cu:fluvian_bantu,building_subsistence_farms,x5AAE1D,,x46FA5B,xC99932,xCD3705,50,x59A9BA x1C5973 x288E79 x44C391 x69239A x1DF65B x47FB27 xD8927C x81CBC9 x73EEE5 x912D33 x003BF5 xE9DB6A xFF0F19 xBB9639 x3E64C9 xFC323F x894340 xE9DE6C x2D5A83 xF7E188 x21D746 xB3697B xCB6124 x4AE988 xF1F5C4 x911366 x55AAB7 x547B99 x5AAE1D xE080C6 x05A6E7 xC99932 xD8D611 x848D1F x8FA7E6 xA66EC2 x37D428 x87945C xD93887 x6C33E1 x98859A x0568F6 xE1673F xACC1BD xB858B9 xA2CE72 x23496A xC48E73 x64F74D xA07ADA xAEB3D4 x828628 x59DED0 x245B66 x0189CE xBA41BC x80E0D0 x07242A x6CFBFA x1F6A67 xA17D11 x46FA5B xA1C872 xB27626 xD939FF x6DDBD5 x73084C xD2AB90 x3B65D3 xCD3705 xDC68BA x6315E1 x9FF9FF xB1EF94 x71CEE9 x8B73F4 xDFE2C5 xE4B590 x433477 xECEA3F xF274D7 x99C010 x8652FC xD3F022 x32D956 x32F501 xBB6510 x474EAC xF691FC x4D4E07 x55DFE1 x287A3D xF3343F x26F6D7 xB2CBC1 x23CA3D x8941BB x8695B2 xC060F0 x7B43D7 xF60457,state_trait_severe_malaria state_trait_congo_river state_trait_congo_forest,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=26 bg_rubber=30,,xD8927C xB858B9 xB3697B xB27626 xC060F0 x73084C xD8927C 
STATE_NORTH_ANGOLA,247,cu:bakongo cu:kavango_bantu,building_subsistence_farms,xC93845,x6FD2F7,xCFA0E7,x32E90E,x087B9D,50,xADC6D4 xCE457C x491B8B x6FD2F7 x4764A5 x78C387 xF00017 x8F94AF xD30F2F xCFF013 xDAA27C x8C112B x82C47B xA71792 x32E90E xBF65DC xCFA0E7 x15BBB9 xC02050 xDAAC09 xC93845 xC7F9BD x087B9D,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tobacco_plantations,bg_logging=13 bg_fishing=8 bg_whaling=4 bg_rubber=22,3104,
STATE_SOUTH_ANGOLA,248,cu:ovimbundu cu:kavango_bantu,building_subsistence_farms,xCB3588,x1B547C,xD2D8A2,xD2F7C4,x9CA3E4,70,x2DAC68 x68FADF xC6BBE8 x00DFF0 x97FF10 xA216A0 x4856DD x6D0491 xD2F7C4 xA95021 x9CA3E4 x08DF25 x933C39 x8DAA24 x9EDE02 x32FB24 x85CF92 x688ED0 x9AE2DA xDDC690 xB85B10 x3C4D7A x80A69F xCB3588 x42FC7B xEB49D5 x006BF0 x0446CA x57F834 xBAF0E0 xD2D8A2 xCAB778 xE10AC9 x068F41 xF0DC05 x1E1A18 xD6C96D xFC5809 x07C3F2 xD189C0 x7CB2EC x00B95C xDD5B59 x8F380E x7A69EF xD891B2 x0DFBDB x795FC5 x8060F0 x50C030 x1B547C x8FD44C x9E59EC xDCF6C9 xE41930 x962E67 x09AA46 xC86852 x02B371 x4B8072,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_logging=5 bg_fishing=7 bg_whaling=4 bg_rubber=14,3104,
STATE_EAST_ANGOLA,249,cu:ovimbundu cu:lunda cu:kavango_bantu,building_subsistence_farms,xB92820,,xCB202F,xE96E66,x7F002D,60,x2DA6B2 x6DA2F8 xCD7DCB xE96E66 xD9E162 x8FD34F xB5F875 x13337D x72404E x7C5ED1 xFACD1E x39697F xC5BC31 x18F2DB x683088 x9B54A4 xEC44B5 x300F17 xFE2EC3 x46D213 xFF9F41 xD4E9E2 x7C0874 x52FB3B x9BC612 xCE2E7B x2156A2 x13D88A x5EAE5F x7482EB x394358 xFE25B5 x71F000 x9FF064 x46904B x88222F x9E1832 x228781 x566AB9 xB3A1E9 xD0957F x864664 x223B92 x9D299E x4751C5 xAEDF8D x9A89E2 xA83686 x4B8691 x987C51 x5196FE xBF7C79 xBC2358 x2A05BC xD964CA x610700 x19E0EC xB92820 x61B712 xF27BBF x38EF9A x3EB02A xB44BFF x8E5C2C x60BAFF x19017C x44D11A x4D5307 x71242E x762355 x77427E xBC2F51 xEF87AC xDA9B9B xF186BA x397ECF xD7D12D x75CF43 x26E40F x6EF4BD x91E34C xF08800 xD442BF xEFBB62 x7E5C6B x7E292B x97A08F x5EF091 x3B96EC xBA7076 xD8809C x2C4958 x026C7C x1E660F x4563FE x8CD684 x60145A x3CC799 xF0D700 x0BB61B xC16219 xCB202F x35E7D8 x317712 x240C96 x7F4B2D x7F002D x32C7A1 x328C62 x038498 x75CE39 x8502C4 x162508 xF62A21 xBFE0EF x3FAA40 x9A6962 x26A913 xAA8201 xD45955 xECAEC9 x5C5E88 x14060C x03B050 xE63D84 x1BA1E9 xF9B5FA x1BFAF4 xD8ED0A x8BD90C xB9B44D xBD3AD2 xDACDF2 xA58230 x42066F xADB506 xAE2519 xF0B5C8 x5EC8D3 x9127EF xC0DF70 x83904E xA56219 xA4743F xD13871 x72E7AB,state_trait_severe_malaria state_trait_zambezi_river,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_tobacco_plantations,bg_coal_mining=80 bg_lead_mining=27 bg_logging=11 bg_rubber=16,,
STATE_KATANGA,250,cu:lunda cu:luba cu:fluvian_bantu,building_subsistence_farms,x1481BC,,x2C1E9F,x07301D,x93B1F8,90,x1EE911 x15E223 xCDD8FC xB843E4 xE5F496 x8833BD x3057A4 x187692 x7F1BED xB02110 x620629 x3788AD x6C2C7C x024FB7 x54A236 x4E9500 x186E7B xE1BDDB x4C5E63 xEB5598 x105E7E x6CFB58 x78528D xD4C5CC x093D6D x07301D x58502C xEDCDD6 x880D71 x2F00E6 xB982CA x2A2A05 x403F31 x1D29C2 x87771C x750DF0 x8FC2E6 x93B1F8 xF4CEE0 x6268B1 x3B104F x36A0BB xFA1564 x5361C6 xE1ECF8 x2C1E9F xE7A782 xF51848 xA936E2 x1C670A x645FCD xBD2B47 xEC29A0 xAC4151 xA586BD xD9B170 xB8CA50 x4575FD x47E812 x9B45C3 x3FB184 xF8E616 xAD40C0 xD794FA x75FDD0 xB2F68E x90CE04 x99E339 x786C0E x9D5FE0 x7962AB x3141F5 x6C9580 xAF4E64 x7AF180 x1481BC xAD062C x73B1B6 xBC39DE x86D0DF xC302BC x71F6F2 x7CD240 x885EAA x3C9DE6,state_trait_severe_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_iron_mining=27 bg_logging=18 bg_rubber=20,,
STATE_GABON,251,cu:fang cu:equatorial_bantu cu:bakongo,building_subsistence_farms,xCD7A34,xC02090,x3DD6EF,xBB6854,x271A16,40,x46DE71 xDE26DB xC25A2B x3BD4AD xB323FD x6B44DE x683118 x4A0409 xE31261 x534DEC xFC7E53 x8FE687 xCD570F xBAA5C1 x12572A xD4438C xE8DC57 x75A079 x4DA171 x79DFE3 xBB6854 x402090 x53FB46 x5D3B7C xD76706 x88674A xB25786 x819A60 x8D20C0 xC46F31 x2F5442 x66BBD4 x228965 xC02090 x8D528D x86E43C x40A090 x0F5F7D xCD7A34 x271A16 x9EC4DA xA22CB6 xC0A090 x27723A x6273A5 x3DD6EF x9E126C xA26A13 x7AC766 x2E8386,state_trait_severe_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=20 bg_fishing=9 bg_rubber=24 bg_oil_extraction=5,3091,x8D20C0 x8FE687 xB323FD 
